dataset,shot,seed,metric,hybridsn_value,qnn_value,delta,qnn_better
indian_pines,5,0,mean_inter_distance,1.1353621523158617,1.1458726867275728,0.010510534411711125,True
indian_pines,5,0,separation_ratio,2.706189278757214,2.405241472928135,-0.3009478058290789,False
indian_pines,5,0,mean_margin,0.25999894741985397,0.23819678999439786,-0.021802157425456103,False
indian_pines,5,0,median_margin,0.44247555964680696,0.3949618348718733,-0.04751372477493365,False
indian_pines,5,0,safe_margin_rate,0.7161811652035116,0.7195730247406225,0.003391859537110853,True
indian_pines,5,0,mean_intra_distance,0.41954277227691317,0.4764065062176856,0.05686373394077243,False
indian_pines,5,0,negative_margin_rate,0.2666600159616919,0.2569832402234637,-0.009676775738228227,True
indian_pines,5,0,low_margin_rate,0.017158818834796488,0.023443735035913807,0.006284916201117319,False
indian_pines,5,1,mean_inter_distance,1.1530884811558628,1.1603811429065474,0.007292661750684548,True
indian_pines,5,1,separation_ratio,2.629205922911134,2.325423066875053,-0.30378285603608113,False
indian_pines,5,1,mean_margin,0.2865219672953767,0.2577507141649577,-0.028771253130419006,False
indian_pines,5,1,median_margin,0.4064269540021314,0.36608080511550467,-0.04034614888662674,False
indian_pines,5,1,safe_margin_rate,0.7205706304868316,0.7149840383080607,-0.005586592178770888,False
indian_pines,5,1,mean_intra_distance,0.43856910221742135,0.4989978638450032,0.06042876162758187,False
indian_pines,5,1,negative_margin_rate,0.25927773343974464,0.25987629688747005,0.0005985634477254087,False
indian_pines,5,1,low_margin_rate,0.02015163607342378,0.025139664804469275,0.0049880287310454935,False
indian_pines,5,2,mean_inter_distance,1.1147815213897545,1.1304606689989156,0.015679147609161115,True
indian_pines,5,2,separation_ratio,2.5272342348495607,2.280478545421341,-0.24675568942821968,False
indian_pines,5,2,mean_margin,0.24997411886459936,0.2364729719908198,-0.013501146873779568,False
indian_pines,5,2,median_margin,0.40168755005263734,0.3587865606869592,-0.042900989365678155,False
indian_pines,5,2,safe_margin_rate,0.6727853152434158,0.6770750199521149,0.00428970470869916,True
indian_pines,5,2,mean_intra_distance,0.4411073204127097,0.495712038716002,0.05460471830329228,False
indian_pines,5,2,negative_margin_rate,0.30925778132482046,0.2980845969672785,-0.011173184357541943,True
indian_pines,5,2,low_margin_rate,0.017956903431763767,0.024840383080606543,0.006883479648842776,False
indian_pines,5,3,mean_inter_distance,1.1073811184294997,1.1123454377839535,0.004964319354453739,True
indian_pines,5,3,separation_ratio,2.442155361598837,2.2109770774631765,-0.23117828413566066,False
indian_pines,5,3,mean_margin,0.19861495927235515,0.18742621457210007,-0.011188744700255077,False
indian_pines,5,3,median_margin,0.3380900101901192,0.300416014071491,-0.037673996118628206,False
indian_pines,5,3,safe_margin_rate,0.6911412609736632,0.6940343176376695,0.0028930566640062993,True
indian_pines,5,3,mean_intra_distance,0.45344417306215784,0.5031012981193964,0.04965712505723857,False
indian_pines,5,3,negative_margin_rate,0.29130087789305664,0.28621308858739025,-0.00508778930566639,True
indian_pines,5,3,low_margin_rate,0.017557861133280128,0.019752593774940142,0.0021947326416600146,False
indian_pines,5,4,mean_inter_distance,1.1396360820519174,1.1534435831404188,0.013807501088501484,True
indian_pines,5,4,separation_ratio,2.6399436841315778,2.403152360710996,-0.23679132342058162,False
indian_pines,5,4,mean_margin,0.2535209829999872,0.24975416215037816,-0.003766820849609054,False
indian_pines,5,4,median_margin,0.36213036490448985,0.3363730948255887,-0.025757270078901162,False
indian_pines,5,4,safe_margin_rate,0.7048084596967279,0.7192737430167597,0.01446528332003183,True
indian_pines,5,4,mean_intra_distance,0.4316895428118976,0.4799710588467064,0.04828151603480879,False
indian_pines,5,4,negative_margin_rate,0.27144852354349563,0.2579808459696728,-0.013467677573822834,True
indian_pines,5,4,low_margin_rate,0.023743016759776536,0.02274541101356744,-0.0009976057462090966,True
indian_pines,10,0,mean_inter_distance,1.1195574969885878,1.1182352084626863,-0.0013222885259014383,False
indian_pines,10,0,separation_ratio,2.9290325122884457,2.7260330188860618,-0.202999493402384,False
indian_pines,10,0,mean_margin,0.3695244156157302,0.3526521241101849,-0.01687229150554531,False
indian_pines,10,0,median_margin,0.511656905751386,0.4737964999613271,-0.03786040579005889,False
indian_pines,10,0,safe_margin_rate,0.756811098823766,0.7578164270634362,0.0010053282396702556,True
indian_pines,10,0,mean_intra_distance,0.3822277466336078,0.4102060395877488,0.027978292954141004,False
indian_pines,10,0,negative_margin_rate,0.22237860661505982,0.21926208907208203,-0.003116517542977787,True
indian_pines,10,0,low_margin_rate,0.02081029456117422,0.022921483864481753,0.0021111893033075313,False
indian_pines,10,1,mean_inter_distance,1.1187945244508484,1.1262549051969135,0.007460380746065143,True
indian_pines,10,1,separation_ratio,3.1655477576194104,2.759128373541155,-0.4064193840782555,False
indian_pines,10,1,mean_margin,0.3546044490469585,0.3201478835962614,-0.034456565450697085,False
indian_pines,10,1,median_margin,0.4351027543468786,0.38372382949789346,-0.05137892484898515,False
indian_pines,10,1,safe_margin_rate,0.7595254850708757,0.756811098823766,-0.0027143862471097346,False
indian_pines,10,1,mean_intra_distance,0.3534284143266935,0.4081922813005766,0.054763866973883135,False
indian_pines,10,1,negative_margin_rate,0.21343118528199456,0.2124258570423243,-0.0010053282396702556,True
indian_pines,10,1,low_margin_rate,0.02704332964712979,0.03076304413390972,0.0037197144867799313,False
indian_pines,10,2,mean_inter_distance,1.1027180841084292,1.1123245311994194,0.009606447090990233,True
indian_pines,10,2,separation_ratio,3.161719135109113,2.911518474467352,-0.25020066064176083,False
indian_pines,10,2,mean_margin,0.34241325158018593,0.33284414204817003,-0.009569109532015896,False
indian_pines,10,2,median_margin,0.38593781767927327,0.35653190630368553,-0.029405911375587734,False
indian_pines,10,2,safe_margin_rate,0.8021514024328943,0.8143158741329044,0.012164471700010115,True
indian_pines,10,2,mean_intra_distance,0.34877167673224513,0.3820427522456005,0.0332710755133554,False
indian_pines,10,2,negative_margin_rate,0.17040313662410778,0.15200562983814214,-0.018397506785965634,True
indian_pines,10,2,low_margin_rate,0.02744546094299789,0.03367849602895345,0.0062330350859555635,False
indian_pines,10,3,mean_inter_distance,1.1231721067279377,1.123917248047746,0.0007451413198082957,True
indian_pines,10,3,separation_ratio,2.9777142051080006,2.6593239446383037,-0.3183902604696969,False
indian_pines,10,3,mean_margin,0.36491410546566216,0.344471559733614,-0.02044254573204818,False
indian_pines,10,3,median_margin,0.44480474781796836,0.39223789997185343,-0.05256684784611493,False
indian_pines,10,3,safe_margin_rate,0.7683723735799739,0.773097416306424,0.004725042726450135,True
indian_pines,10,3,mean_intra_distance,0.37719271540607796,0.4226326959202447,0.045439980514166756,False
indian_pines,10,3,negative_margin_rate,0.20579069066050065,0.195234744143963,-0.010555946516537656,True
indian_pines,10,3,low_margin_rate,0.025836935759525486,0.03166783954961295,0.005830903790087463,False
indian_pines,10,4,mean_inter_distance,1.1220051889488578,1.1308552954050983,0.008850106456240514,True
indian_pines,10,4,separation_ratio,3.2897279352750886,2.9166143575712113,-0.3731135777038772,False
indian_pines,10,4,mean_margin,0.42990163542277615,0.412007172608333,-0.017894462814443124,False
indian_pines,10,4,median_margin,0.5786187454987279,0.5359876162867392,-0.04263112921198875,False
indian_pines,10,4,safe_margin_rate,0.8141148084849703,0.8256760832411782,0.01156127475620794,True
indian_pines,10,4,mean_intra_distance,0.34106321587199434,0.3877287693073038,0.04666555343530948,False
indian_pines,10,4,negative_margin_rate,0.1685935457927013,0.15542374585302102,-0.013169799939680288,True
indian_pines,10,4,low_margin_rate,0.01729164572232834,0.018900170905800744,0.0016085251834724035,False
pavia_university,5,0,mean_inter_distance,1.2447354299228772,1.2331304659486948,-0.011604963974182425,False
pavia_university,5,0,separation_ratio,2.8092883658353602,2.580752656984677,-0.22853570885068342,False
pavia_university,5,0,mean_margin,0.495442907645586,0.4767414147577563,-0.01870149288782974,False
pavia_university,5,0,median_margin,0.657301176407304,0.5973227823439614,-0.0599783940633426,False
pavia_university,5,0,safe_margin_rate,0.7863089514786239,0.8034755282474614,0.017166576768837483,True
pavia_university,5,0,mean_intra_distance,0.44307855507483546,0.47781815223992485,0.0347395971650894,False
pavia_university,5,0,negative_margin_rate,0.20177763185666378,0.18064773340212473,-0.021129898454539053,True
pavia_university,5,0,low_margin_rate,0.011913416664712366,0.01587673835041392,0.003963321685701555,False
pavia_university,5,1,mean_inter_distance,1.216714982476314,1.2467656932842235,0.030050710807909553,True
pavia_university,5,1,separation_ratio,2.669369197055053,2.4880311190112914,-0.18133807804376145,False
pavia_university,5,1,mean_margin,0.3868350134665928,0.3911105076206445,0.004275494154051651,True
pavia_university,5,1,median_margin,0.5102818368561708,0.48350210120777676,-0.026779735648394032,False
pavia_university,5,1,safe_margin_rate,0.7541567974484651,0.7732933092563495,0.01913651180788445,True
pavia_university,5,1,mean_intra_distance,0.45580618215668295,0.501105345410499,0.045299163253816055,False
pavia_university,5,1,negative_margin_rate,0.22269646584273353,0.20581130836518843,-0.0168851574775451,True
pavia_university,5,1,low_margin_rate,0.023146736708801387,0.020895382378462043,-0.0022513543303393432,True
pavia_university,5,2,mean_inter_distance,1.2413285698819119,1.2516958558068494,0.01036728592493752,True
pavia_university,5,2,separation_ratio,2.354654649892063,2.202838562736938,-0.15181608715512507,False
pavia_university,5,2,mean_margin,0.2901930790503311,0.30286708220126646,0.012674003150935365,True
pavia_university,5,2,median_margin,0.34280654806534583,0.37624659974369523,0.0334400516783494,True
pavia_university,5,2,safe_margin_rate,0.6710912033019863,0.7150160643512112,0.043924861049224884,True
pavia_university,5,2,mean_intra_distance,0.5271807353740025,0.5682195132137454,0.04103877783974297,False
pavia_university,5,2,negative_margin_rate,0.3001571257709716,0.25937478014117865,-0.04078234562979294,True
pavia_university,5,2,low_margin_rate,0.028751670927042047,0.025609155507610046,-0.0031425154194320015,True
pavia_university,5,3,mean_inter_distance,1.1591265825062693,1.2276994093976752,0.06857282689140587,True
pavia_university,5,3,separation_ratio,2.4118207860592666,2.2016574129671174,-0.21016337309214927,False
pavia_university,5,3,mean_margin,0.2978670216746401,0.33111191112597205,0.03324488945133197,True
pavia_university,5,3,median_margin,0.4584672150125582,0.42682845692759175,-0.03163875808496647,False
pavia_university,5,3,safe_margin_rate,0.7101146783612017,0.7301658028657865,0.020051124504584794,True
pavia_university,5,3,mean_intra_distance,0.480602285711367,0.557625088338851,0.07702280262748407,False
pavia_university,5,3,negative_margin_rate,0.27013906803311366,0.24793039562862035,-0.022208672404493313,True
pavia_university,5,3,low_margin_rate,0.01974625360568467,0.021903801505593207,0.002157547899908536,False
pavia_university,5,4,mean_inter_distance,1.2313566520714698,1.199944463469797,-0.03141218860167272,False
pavia_university,5,4,separation_ratio,2.651686618067037,2.478487280477258,-0.17319933758977868,False
pavia_university,5,4,mean_margin,0.3967897737751374,0.3781175445529687,-0.018672229222168713,False
pavia_university,5,4,median_margin,0.5473699259865483,0.49029553795340064,-0.05707438803314768,False
pavia_university,5,4,safe_margin_rate,0.7781008888159283,0.7772097277268357,-0.0008911610890925958,False
pavia_university,5,4,mean_intra_distance,0.46436733650263495,0.4841438860395263,0.01977654953689134,False
pavia_university,5,4,negative_margin_rate,0.2084144368096433,0.2051781149597805,-0.0032363218498628055,True
pavia_university,5,4,low_margin_rate,0.013484674374428367,0.017612157313383833,0.0041274829389554655,False
pavia_university,10,0,mean_inter_distance,1.2255308796427111,1.2139447406776789,-0.011586138965032244,False
pavia_university,10,0,separation_ratio,3.5933187021834003,3.268019971684043,-0.32529873049935754,False
pavia_university,10,0,mean_margin,0.5949520145631803,0.5744947965314082,-0.02045721803177203,False
pavia_university,10,0,median_margin,0.7436658180725743,0.6945022961624581,-0.04916352191011619,False
pavia_university,10,0,safe_margin_rate,0.8846135787397877,0.8965395811813316,0.011926002441543848,True
pavia_university,10,0,mean_intra_distance,0.34105821977272555,0.3714618488246635,0.03040362905193794,False
pavia_university,10,0,negative_margin_rate,0.10498638369799981,0.09209784956333929,-0.012888534134660526,True
pavia_university,10,0,low_margin_rate,0.010400037562212415,0.01136256925532914,0.0009625316931167246,False
pavia_university,10,1,mean_inter_distance,1.1525577021341824,1.2165164286893508,0.06395872655516843,True
pavia_university,10,1,separation_ratio,2.632723834761021,2.4701080813981626,-0.1626157533628585,False
pavia_university,10,1,mean_margin,0.3921097114963211,0.4056139301586946,0.013504218662373502,True
pavia_university,10,1,median_margin,0.5123676638014174,0.47199227932428545,-0.04037538447713196,False
pavia_university,10,1,safe_margin_rate,0.7869753028453376,0.8258052399286318,0.038829937083294186,True
pavia_university,10,1,mean_intra_distance,0.43778146682779695,0.49249522231462944,0.054713755486832494,False
pavia_university,10,1,negative_margin_rate,0.18372617147149967,0.15703352427457978,-0.026692647196919883,True
pavia_university,10,1,low_margin_rate,0.029298525683162737,0.01716123579678843,-0.012137289886374306,True
pavia_university,10,2,mean_inter_distance,1.187477631380125,1.2172219820109662,0.029744350630841243,True
pavia_university,10,2,separation_ratio,3.2671397408086693,2.8310399906178185,-0.4360997501908508,False
pavia_university,10,2,mean_margin,0.4646934066027178,0.4795103997268821,0.01481699312416429,True
pavia_university,10,2,median_margin,0.5732482504450658,0.5891339537854503,0.015885703340384527,True
pavia_university,10,2,safe_margin_rate,0.8343271668701286,0.8590008451497794,0.024673678279650724,True
pavia_university,10,2,mean_intra_distance,0.36346092471888125,0.42995577103993204,0.0664948463210508,False
pavia_university,10,2,negative_margin_rate,0.14968541647103015,0.1308808338811156,-0.018804582589914548,True
pavia_university,10,2,low_margin_rate,0.015987416658841205,0.010118320969105081,-0.005869095689736124,True
pavia_university,10,3,mean_inter_distance,1.2116564113125425,1.2266228509302728,0.014966439617730254,True
pavia_university,10,3,separation_ratio,3.2292884019186108,2.9181740467666972,-0.31111435515191355,False
pavia_university,10,3,mean_margin,0.5356702665598828,0.5273658045130316,-0.008304462046851202,False
pavia_university,10,3,median_margin,0.7004911747214656,0.6803308397377831,-0.020160334983682526,False
pavia_university,10,3,safe_margin_rate,0.838412057470185,0.8477556578082449,0.00934360033805992,True
pavia_university,10,3,mean_intra_distance,0.37520848574338034,0.4203391680113654,0.045130682267985056,False
pavia_university,10,3,negative_margin_rate,0.14928631796412808,0.1411165367640154,-0.008169781200112691,True
pavia_university,10,3,low_margin_rate,0.01230162456568692,0.011127805427739694,-0.0011738191379472261,True
pavia_university,10,4,mean_inter_distance,1.1687765923341233,1.1426285486311114,-0.026148043703011936,False
pavia_university,10,4,separation_ratio,2.9550811093321627,2.7404327568277904,-0.2146483525043723,False
pavia_university,10,4,mean_margin,0.4905948857812561,0.4624764065960568,-0.028118479185199274,False
pavia_university,10,4,median_margin,0.6744806370036207,0.6239033502980689,-0.05057728670555184,False
pavia_university,10,4,safe_margin_rate,0.8200770025354494,0.8247957554699972,0.004718752934547821,True
pavia_university,10,4,mean_intra_distance,0.3955142174078134,0.4169518649141277,0.021437647506314328,False
pavia_university,10,4,negative_margin_rate,0.16863085735749836,0.1630669546436285,-0.005563902713869862,True
pavia_university,10,4,low_margin_rate,0.011292140107052305,0.012137289886374308,0.0008451497793220027,False
salinas,5,0,mean_inter_distance,1.168029462428382,1.1656655601586394,-0.0023639022697425904,False
salinas,5,0,separation_ratio,5.465147022479435,5.097799903180784,-0.3673471192986515,False
salinas,5,0,mean_margin,0.3532334663057224,0.38568697603325924,0.032453509727536856,True
salinas,5,0,median_margin,0.23242895055302398,0.3790511026532564,0.14662215210023244,True
salinas,5,0,safe_margin_rate,0.7725138711054204,0.7916643470838205,0.01915047597840014,True
salinas,5,0,mean_intra_distance,0.2137233376566087,0.22866051675180893,0.014937179095200231,False
salinas,5,0,negative_margin_rate,0.1570079236950027,0.12631520347380726,-0.03069272022119543,True
salinas,5,0,low_margin_rate,0.07047820519957691,0.08202044944237229,0.011542244242795374,False
salinas,5,1,mean_inter_distance,1.220532588359864,1.2347919117171873,0.014259323357323384,True
salinas,5,1,separation_ratio,7.603159740798453,4.893232775767904,-2.709926965030548,False
salinas,5,1,mean_margin,0.516256488027657,0.4804528258537438,-0.035803662173913176,False
salinas,5,1,median_margin,0.591764157629168,0.55605057981605,-0.035713577813118014,False
salinas,5,1,safe_margin_rate,0.8176436749614949,0.7982890756926274,-0.01935459926886751,False
salinas,5,1,mean_intra_distance,0.1605296521406097,0.25234685703735177,0.09181720489674206,False
salinas,5,1,negative_margin_rate,0.1066636976006235,0.17016459759876784,0.06350089999814434,False
salinas,5,1,low_margin_rate,0.07569262743788158,0.03154632670860472,-0.044146300729276854,True
salinas,5,2,mean_inter_distance,1.2280777959380222,1.230859852606667,0.002782056668644728,True
salinas,5,2,separation_ratio,6.280716380217379,5.84975045284784,-0.430965927369539,False
salinas,5,2,mean_margin,0.53744959502264,0.5224554231059202,-0.014994171916719812,False
salinas,5,2,median_margin,0.5827359429892476,0.5733920291792498,-0.009343913809997773,False
salinas,5,2,safe_margin_rate,0.852919890886823,0.8508044313310694,-0.0021154595557535405,False
salinas,5,2,mean_intra_distance,0.19553148424376357,0.21041236930157356,0.01488088505780999,False
salinas,5,2,negative_margin_rate,0.12644510011319565,0.1261296368461096,-0.00031546326708606354,True
salinas,5,2,low_margin_rate,0.020635008999981445,0.023065931822820983,0.002430922822839538,False
salinas,5,3,mean_inter_distance,1.2184029919677373,1.2055928664673463,-0.012810125500390956,False
salinas,5,3,separation_ratio,6.950312909170761,6.172895059759495,-0.7774178494112665,False
salinas,5,3,mean_margin,0.5229532176303254,0.5074416983588724,-0.015511519271453,False
salinas,5,3,median_margin,0.6648904176165645,0.6429439272340528,-0.02194649038251173,False
salinas,5,3,safe_margin_rate,0.8605837926107369,0.8473714487186624,-0.013212343892074485,False
salinas,5,3,mean_intra_distance,0.175301890417061,0.1953042866914245,0.020002396274363482,False
salinas,5,3,negative_margin_rate,0.09619773979847464,0.1028410250700514,0.00664328527157676,False
salinas,5,3,low_margin_rate,0.04321846759078847,0.04978752621128616,0.006569058620497691,False
salinas,5,4,mean_inter_distance,1.2288901189297035,1.2230279605320133,-0.005862158397690109,False
salinas,5,4,separation_ratio,6.697447887964379,5.78859798318781,-0.9088499047765692,False
salinas,5,4,mean_margin,0.5284734874609472,0.5111727742121407,-0.017300713248806554,False
salinas,5,4,median_margin,0.5769682539835959,0.5538374180556628,-0.02313083592793308,False
salinas,5,4,safe_margin_rate,0.8637198686188275,0.8589508062869974,-0.004769062331830165,False
salinas,5,4,mean_intra_distance,0.18348632785005695,0.21128224210493293,0.027795914254875986,False
salinas,5,4,negative_margin_rate,0.11239770639648165,0.11442038263838632,0.002022676241904664,False
salinas,5,4,low_margin_rate,0.023882424984690752,0.02662881107461634,0.0027463860899255878,False
salinas,10,0,mean_inter_distance,1.2254243090933394,1.2231226617864015,-0.0023016473069379373,False
salinas,10,0,separation_ratio,8.671123368491683,7.272412027362548,-1.3987113411291352,False
salinas,10,0,mean_margin,0.48262816887086796,0.49406887924211046,0.011440710371242502,True
salinas,10,0,median_margin,0.5526096095182975,0.5611596277938606,0.00855001827556312,True
salinas,10,0,safe_margin_rate,0.6343548477020573,0.6495939341002435,0.015239086398186164,True
salinas,10,0,mean_intra_distance,0.14132243966752586,0.1681866562544017,0.02686421658687585,False
salinas,10,0,negative_margin_rate,0.06541656600196993,0.09665669311825159,0.031240127116281657,False
salinas,10,0,low_margin_rate,0.30022858629597277,0.25374937278150494,-0.04647921351446782,True
salinas,10,1,mean_inter_distance,1.2356944419287403,1.2390840007762698,0.0033895588475294502,True
salinas,10,1,separation_ratio,8.495592000277465,6.907326976321796,-1.5882650239556693,False
salinas,10,1,mean_margin,0.5813009232276661,0.5653251433158869,-0.01597577991177923,False
salinas,10,1,median_margin,0.6831636553353968,0.662248145939142,-0.02091550939625475,False
salinas,10,1,safe_margin_rate,0.9295842702893568,0.907153078481295,-0.022431191808061746,False
salinas,10,1,mean_intra_distance,0.1454512459977342,0.17938690393893753,0.03393565794120332,False
salinas,10,1,negative_margin_rate,0.04331989072459998,0.0550837220539315,0.011763831329331523,False
salinas,10,1,low_margin_rate,0.027095838986043227,0.03776319946477355,0.010667360478730323,False
salinas,10,2,mean_inter_distance,1.229595801829134,1.2359186460493727,0.006322844220238766,True
salinas,10,2,separation_ratio,7.277278251198111,6.306485729735903,-0.970792521462208,False
salinas,10,2,mean_margin,0.5899508757362449,0.5749538841123772,-0.014996991623867695,False
salinas,10,2,median_margin,0.7010466608349196,0.6882488609252072,-0.012797799909712415,False
salinas,10,2,safe_margin_rate,0.9173000799122824,0.9129699492649929,-0.004330130647289487,False
salinas,10,2,mean_intra_distance,0.1689636921092988,0.19597580951017696,0.027012117400878166,False
salinas,10,2,negative_margin_rate,0.06653162110427624,0.0674794179412366,0.0009477968369603629,False
salinas,10,2,low_margin_rate,0.01616829898344143,0.019550632793770558,0.003382333810329128,False
salinas,10,3,mean_inter_distance,1.2357778933907113,1.219030569437204,-0.01674732395350742,False
salinas,10,3,separation_ratio,8.055832302887525,7.071170257477126,-0.9846620454103991,False
salinas,10,3,mean_margin,0.6103781366333052,0.5914006001077565,-0.018977536525548677,False
salinas,10,3,median_margin,0.7659333845534353,0.7277396716484816,-0.03819371290495366,False
salinas,10,3,safe_margin_rate,0.9184151350145886,0.9173744169191027,-0.001040718095485893,False
salinas,10,3,mean_intra_distance,0.15340164081466295,0.17239445877408888,0.018992817959425923,False
salinas,10,3,negative_margin_rate,0.054117340965266034,0.05465628426471408,0.0005389432994480498,False
salinas,10,3,low_margin_rate,0.02746752402014533,0.027969298816183166,0.0005017747960378363,False
salinas,10,4,mean_inter_distance,1.2430143739152189,1.244171189977437,0.00115681606221818,True
salinas,10,4,separation_ratio,7.911830749060578,6.625701184794461,-1.2861295642661172,False
salinas,10,4,mean_margin,0.572597507783687,0.5592373465042332,-0.01336016127945383,False
salinas,10,4,median_margin,0.681894919063889,0.6630049422243145,-0.018889976839574496,False
salinas,10,4,safe_margin_rate,0.8893865338512145,0.8600234161571484,-0.029363117694066077,False
salinas,10,4,mean_intra_distance,0.15710831201271713,0.18777955046217995,0.030671238449462818,False
salinas,10,4,negative_margin_rate,0.05616160865282759,0.08515304131279154,0.02899143265996395,False
salinas,10,4,low_margin_rate,0.05445185749595793,0.05482354253006003,0.0003716850341020997,False
