dataset_id,family,model,learning_rate,OA,AA,Kappa,Macro-F1,Weighted-F1,training_time_seconds,device,hidden_dim,dropout,bottleneck_dim,activation,C,gamma,validation_Macro-F1
indian_pines,mlp,mlp_h256_d0.0_lr0.003,0.003,0.8404878048780487,0.7719065684573655,0.8172576419856803,0.7854943076329604,0.8376895501588736,0.5487060546875,cpu,256.0,0.0,,,,,
indian_pines,mlp,mlp_h128_d0.0_lr0.003,0.003,0.8302439024390244,0.7522907520436997,0.8052397941524675,0.7599244025196875,0.8270977605302909,0.415363073348999,cpu,128.0,0.0,,,,,
indian_pines,mlp,mlp_h256_d0.2_lr0.003,0.003,0.8407317073170731,0.7587638105462637,0.8177914813961584,0.7593200748667712,0.8377751259097,0.7127277851104736,cpu,256.0,0.2,,,,,
indian_pines,mlp,mlp_h256_d0.0_lr0.01,0.01,0.8210975609756097,0.7594205845076543,0.795316209945804,0.7578709826421924,0.8192615562233133,0.46438121795654297,cpu,256.0,0.0,,,,,
indian_pines,mlp,mlp_h128_d0.0_lr0.01,0.01,0.834390243902439,0.7649434649355791,0.8106023722530808,0.7577974786559591,0.8328977550759067,0.40959715843200684,cpu,128.0,0.0,,,,,
indian_pines,bottleneck,bottleneck_b32_relu_lr0.01,0.01,0.8159756097560975,0.7551738054312565,0.7903302773429309,0.7567555868859362,0.814030164312075,0.423414945602417,cpu,,,32.0,relu,,,
indian_pines,mlp,mlp_h64_d0.0_lr0.01,0.01,0.8220731707317073,0.7231958138868588,0.7958303331261966,0.7493346354177904,0.8184641136218292,0.3834843635559082,cpu,64.0,0.0,,,,,
indian_pines,mlp,mlp_h256_d0.2_lr0.01,0.01,0.8071951219512196,0.7242303188805421,0.7796364363253634,0.7468235929906397,0.804669820039304,0.6213686466217041,cpu,256.0,0.2,,,,,
indian_pines,mlp,mlp_h128_d0.2_lr0.01,0.01,0.814390243902439,0.7228365666156013,0.7861208352844754,0.744304802612187,0.810972343543412,0.4563021659851074,cpu,128.0,0.2,,,,,
indian_pines,linear,linear_lr0.01,0.01,0.8004878048780488,0.7062559352367467,0.7693564597873954,0.7333334748725702,0.794266059534071,0.32013535499572754,cpu,,,,,,,
indian_pines,mlp,mlp_h256_d0.0_lr0.001,0.001,0.8276829268292683,0.7093005937137159,0.802945799244277,0.7156790884725517,0.8240809401400422,0.5555858612060547,cpu,256.0,0.0,,,,,
indian_pines,mlp,mlp_h128_d0.2_lr0.003,0.003,0.8174390243902439,0.7009159253822304,0.7902047849046161,0.710710863314725,0.8118992995147497,0.4397099018096924,cpu,128.0,0.2,,,,,
indian_pines,mlp,mlp_h256_d0.2_lr0.001,0.001,0.818170731707317,0.6905693805787827,0.791540068460218,0.6907717671690249,0.8130440812891281,0.6343963146209717,cpu,256.0,0.2,,,,,
indian_pines,mlp,mlp_h64_d0.0_lr0.003,0.003,0.8032926829268293,0.6888936288522447,0.7761483613097391,0.6862151616892369,0.8013898025636667,0.4594428539276123,cpu,64.0,0.0,,,,,
indian_pines,mlp,mlp_h256_d0.5_lr0.003,0.003,0.8115853658536586,0.6803782749907925,0.784399895258069,0.6855830340700667,0.8073080224544779,0.6217837333679199,cpu,256.0,0.5,,,,,
indian_pines,mlp,mlp_h128_d0.0_lr0.001,0.001,0.8065853658536586,0.676384009929442,0.7785981842538352,0.6773479027703646,0.8026094768321519,0.41787195205688477,cpu,128.0,0.0,,,,,
indian_pines,mlp,mlp_h64_d0.2_lr0.01,0.01,0.7904878048780488,0.6763899265522779,0.7605792542219499,0.6715237116626744,0.7872316799425629,0.40416598320007324,cpu,64.0,0.2,,,,,
indian_pines,linear,linear_lr0.003,0.003,0.7985365853658537,0.6613915833030167,0.7685044833202033,0.6710176992846044,0.7912244995070636,0.33349132537841797,cpu,,,,,,,
indian_pines,bottleneck,bottleneck_b32_relu_lr0.003,0.003,0.7934146341463415,0.6618489584402871,0.7633318449143778,0.6665438755520987,0.7882629128114805,0.3535130023956299,cpu,,,32.0,relu,,,
indian_pines,mlp,mlp_h64_d0.2_lr0.003,0.003,0.7929268292682927,0.6699431700411026,0.7639417436108881,0.6648495753477235,0.7890598219821625,0.40727996826171875,cpu,64.0,0.2,,,,,
indian_pines,mlp,mlp_h128_d0.5_lr0.003,0.003,0.7959756097560976,0.6586306382926115,0.7664094882570393,0.6642078945114599,0.7903134805436265,0.44632792472839355,cpu,128.0,0.5,,,,,
indian_pines,mlp,mlp_h128_d0.2_lr0.001,0.001,0.7975609756097561,0.6586825970054071,0.7679185561219716,0.6622579177412755,0.7919932392568739,0.5141208171844482,cpu,128.0,0.2,,,,,
indian_pines,mlp,mlp_h256_d0.5_lr0.001,0.001,0.7942682926829269,0.656055115739548,0.764719917050734,0.6555275949570403,0.7883583544327323,0.623784065246582,cpu,256.0,0.5,,,,,
indian_pines,bottleneck,bottleneck_b32_tanh_lr0.01,0.01,0.7851219512195122,0.6523577038237225,0.7553780793945464,0.6474654064637582,0.7809410026849872,0.3782079219818115,cpu,,,32.0,tanh,,,
indian_pines,mlp,mlp_h64_d0.0_lr0.001,0.001,0.7791463414634147,0.6186854396428326,0.7462426518799723,0.6325164910179659,0.771528224882727,0.39874935150146484,cpu,64.0,0.0,,,,,
indian_pines,bottleneck,bottleneck_b32_tanh_lr0.003,0.003,0.7713414634146342,0.6234391301594949,0.737472835481884,0.6305721915440551,0.7628922532193488,0.3872218132019043,cpu,,,32.0,tanh,,,
indian_pines,bottleneck,bottleneck_b16_relu_lr0.01,0.01,0.7498780487804878,0.5892204207971232,0.7134141312519724,0.6065462606294487,0.7427365593693777,0.35227489471435547,cpu,,,16.0,relu,,,
indian_pines,mlp,mlp_h128_d0.5_lr0.01,0.01,0.7557317073170732,0.5942150819139373,0.7188916946586615,0.6048753637813848,0.7451835249008423,0.5292699337005615,cpu,128.0,0.5,,,,,
indian_pines,mlp,mlp_h128_d0.5_lr0.001,0.001,0.7547560975609756,0.5898567726480274,0.7194565035003628,0.592982566245713,0.7445684499176047,0.4425201416015625,cpu,128.0,0.5,,,,,
indian_pines,linear,linear_lr0.001,0.001,0.7389024390243902,0.5764470256554464,0.700007516814194,0.5918692897642341,0.7293975602996176,0.8835718631744385,cpu,,,,,,,
indian_pines,bottleneck,bottleneck_b16_relu_lr0.003,0.003,0.749390243902439,0.5805860339407246,0.7117530352143675,0.5895284774822088,0.7395500186795674,0.3470299243927002,cpu,,,16.0,relu,,,
indian_pines,svm_rbf,svm_C10_gammascale,,0.6840243902439025,0.5612900101837002,0.6347898028483412,0.5836442560088925,0.6706932251098382,0.4441678524017334,cpu,,,,,10.0,scale,0.5623926209092736
indian_pines,svm_rbf,svm_C10_gamma0.01,,0.6760975609756098,0.5597017503184833,0.6274982415406882,0.5787570543410758,0.6660875073919698,0.48204898834228516,cpu,,,,,10.0,0.01,0.5538382256832245
indian_pines,svm_rbf,svm_C100_gammascale,,0.6607317073170732,0.561136198351059,0.6120131560133701,0.575650828523283,0.6553958593842388,0.45570921897888184,cpu,,,,,100.0,scale,0.5523698878788877
indian_pines,mlp,mlp_h64_d0.2_lr0.001,0.001,0.7396341463414634,0.568209409089072,0.700947124899646,0.575565564458947,0.7280419755954675,0.40099191665649414,cpu,64.0,0.2,,,,,
indian_pines,svm_rbf,svm_C100_gamma0.01,,0.6654878048780488,0.55815713232625,0.6166482242203788,0.5752512326130628,0.6581346167145984,0.49352502822875977,cpu,,,,,100.0,0.01,0.5515611944953748
indian_pines,svm_rbf,svm_C1000_gamma0.01,,0.6654878048780488,0.55815713232625,0.6166482242203788,0.5752512326130628,0.6581346167145984,0.48710179328918457,cpu,,,,,1000.0,0.01,0.5515611944953748
indian_pines,svm_rbf,svm_C1000_gammascale,,0.6578048780487805,0.5601098346346363,0.6088327447174986,0.5743915292054017,0.652706394077766,0.4590771198272705,cpu,,,,,1000.0,scale,0.5498064127539306
indian_pines,bottleneck,bottleneck_b8_relu_lr0.003,0.003,0.7308536585365853,0.5492551726357182,0.6897317131001575,0.5702078509828804,0.7178949140241071,0.3430149555206299,cpu,,,8.0,relu,,,
indian_pines,mlp,mlp_h256_d0.5_lr0.01,0.01,0.7397560975609756,0.5725269919481002,0.7001891953043599,0.569454260091445,0.7252360898877951,0.5622091293334961,cpu,256.0,0.5,,,,,
indian_pines,bottleneck,bottleneck_b16_tanh_lr0.01,0.01,0.6962195121951219,0.5629404059349592,0.6487344124197325,0.569173875787352,0.6793084198409568,0.3687417507171631,cpu,,,16.0,tanh,,,
indian_pines,mlp,mlp_h64_d0.5_lr0.003,0.003,0.7318292682926829,0.5500175684529742,0.6904127994163104,0.5574000030874678,0.7152116040305748,0.4070770740509033,cpu,64.0,0.5,,,,,
indian_pines,bottleneck,bottleneck_b32_relu_lr0.001,0.001,0.7197560975609756,0.5416018514822198,0.6770279800590195,0.5536377806805228,0.7047993511315526,0.3612339496612549,cpu,,,32.0,relu,,,
indian_pines,bottleneck,bottleneck_b16_relu_lr0.001,0.001,0.7059756097560975,0.5043794932637478,0.6599142992703937,0.5184581970301299,0.6888544704841,0.3429219722747803,cpu,,,16.0,relu,,,
indian_pines,bottleneck,bottleneck_b8_relu_lr0.01,0.01,0.6841463414634147,0.5260503569497872,0.6320664150091957,0.5168543038264373,0.6376997457728827,0.3441472053527832,cpu,,,8.0,relu,,,
indian_pines,bottleneck,bottleneck_b16_tanh_lr0.003,0.003,0.7176829268292683,0.5099156127384904,0.6734453098993343,0.5116740303248442,0.692092667879498,0.4362189769744873,cpu,,,16.0,tanh,,,
indian_pines,mlp,mlp_h64_d0.5_lr0.01,0.01,0.725,0.4958346763535501,0.6813938158179536,0.4981689220008778,0.705160882098889,0.3965780735015869,cpu,64.0,0.5,,,,,
indian_pines,svm_rbf,svm_C1_gamma0.01,,0.6381707317073171,0.4742545325936004,0.5733240529756944,0.4790830288209333,0.5972207330536708,0.47913599014282227,cpu,,,,,1.0,0.01,0.4982177027850966
indian_pines,svm_rbf,svm_C1_gammascale,,0.6079268292682927,0.43885447043812364,0.5336347309325543,0.4356039974772765,0.5517175274539858,0.4611210823059082,cpu,,,,,1.0,scale,0.454447767052799
indian_pines,bottleneck,bottleneck_b32_tanh_lr0.001,0.001,0.6948780487804878,0.43340991729865463,0.645941717993417,0.42327795218773046,0.6597141445408832,0.4823946952819824,cpu,,,32.0,tanh,,,
indian_pines,mlp,mlp_h64_d0.5_lr0.001,0.001,0.6559756097560976,0.3921648812602123,0.597569936319455,0.37970712577703325,0.6089593015898664,0.477445125579834,cpu,64.0,0.5,,,,,
indian_pines,bottleneck,bottleneck_b16_tanh_lr0.001,0.001,0.618780487804878,0.37811829672345787,0.5482912739218021,0.36664294908031303,0.5405046153827817,0.3631141185760498,cpu,,,16.0,tanh,,,
indian_pines,bottleneck,bottleneck_b6_relu_lr0.01,0.01,0.6334146341463415,0.3801683779110412,0.5738131586388932,0.365573367161775,0.585127575609029,0.3395040035247803,cpu,,,6.0,relu,,,
indian_pines,bottleneck,bottleneck_b4_tanh_lr0.01,0.01,0.6436585365853659,0.39383032266493245,0.5920722922999074,0.3474638474267958,0.5895663931743067,0.34972476959228516,cpu,,,4.0,tanh,,,
indian_pines,bottleneck,bottleneck_b8_tanh_lr0.003,0.003,0.6007317073170731,0.3520471124940636,0.5270586828062521,0.3352565719102802,0.5254233975959972,0.34449005126953125,cpu,,,8.0,tanh,,,
indian_pines,bottleneck,bottleneck_b8_tanh_lr0.001,0.001,0.5441463414634147,0.3100630617838543,0.46335320001715075,0.2893244359185646,0.4795080622955452,0.33708620071411133,cpu,,,8.0,tanh,,,
indian_pines,bottleneck,bottleneck_b6_tanh_lr0.003,0.003,0.4276829268292683,0.3423813431643328,0.35933738385216085,0.2762445994809722,0.3173620711163307,0.18927216529846191,cpu,,,6.0,tanh,,,
indian_pines,bottleneck,bottleneck_b6_tanh_lr0.001,0.001,0.541829268292683,0.3116626930850702,0.4655270276265001,0.273690092558404,0.4756867684351228,0.2894139289855957,cpu,,,6.0,tanh,,,
indian_pines,bottleneck,bottleneck_b8_tanh_lr0.01,0.01,0.585,0.31376934483306285,0.5034835827842898,0.2676606096820319,0.4792774645947163,0.42014479637145996,cpu,,,8.0,tanh,,,
indian_pines,bottleneck,bottleneck_b6_tanh_lr0.01,0.01,0.49304878048780487,0.26224880118862975,0.3822145186565691,0.2316454209460227,0.3855199480737684,0.23381280899047852,cpu,,,6.0,tanh,,,
indian_pines,bottleneck,bottleneck_b4_relu_lr0.003,0.003,0.30560975609756097,0.2825391518556142,0.24365464414576943,0.22528873587444898,0.21587560119547847,0.34995317459106445,cpu,,,4.0,relu,,,
indian_pines,bottleneck,bottleneck_b8_relu_lr0.001,0.001,0.5180487804878049,0.25137339235001466,0.41398494307454614,0.21409008827422576,0.39959280299250705,0.3485441207885742,cpu,,,8.0,relu,,,
indian_pines,bottleneck,bottleneck_b4_relu_lr0.01,0.01,0.4632926829268293,0.23747241497794952,0.339318598640415,0.1862336372536239,0.32323601069132823,0.32361578941345215,cpu,,,4.0,relu,,,
indian_pines,svm_rbf,svm_C10_gamma0.1,,0.40219512195121954,0.16853052020374176,0.2418965915447151,0.17606844908635827,0.32958111852800215,0.5832159519195557,cpu,,,,,10.0,0.1,0.18157403640653744
indian_pines,svm_rbf,svm_C100_gamma0.1,,0.40219512195121954,0.16853052020374176,0.2418965915447151,0.17606844908635827,0.32958111852800215,0.5838861465454102,cpu,,,,,100.0,0.1,0.18157403640653744
indian_pines,svm_rbf,svm_C1000_gamma0.1,,0.40219512195121954,0.16853052020374176,0.2418965915447151,0.17606844908635827,0.32958111852800215,0.5873773097991943,cpu,,,,,1000.0,0.1,0.18157403640653744
indian_pines,bottleneck,bottleneck_b4_tanh_lr0.001,0.001,0.4148780487804878,0.1614470668157847,0.2876239425899887,0.13712344248069197,0.3198969872045468,0.35367608070373535,cpu,,,4.0,tanh,,,
indian_pines,bottleneck,bottleneck_b6_relu_lr0.003,0.003,0.43926829268292683,0.17597253359534365,0.3168683400683019,0.13318853394068517,0.318716997090431,0.3457832336425781,cpu,,,6.0,relu,,,
indian_pines,svm_rbf,svm_C1_gamma0.1,,0.36597560975609755,0.1390305595554423,0.18787494190779275,0.13119269320102578,0.27130888934912334,0.5819432735443115,cpu,,,,,1.0,0.1,0.12568849722262032
indian_pines,bottleneck,bottleneck_b6_relu_lr0.001,0.001,0.385609756097561,0.17645256998648667,0.2681621833637474,0.11736770030578347,0.2644310505950742,0.2681260108947754,cpu,,,6.0,relu,,,
indian_pines,bottleneck,bottleneck_b4_relu_lr0.001,0.001,0.1380487804878049,0.12233370621799225,0.09787908286739344,0.07698349635322224,0.11981715842590991,0.13085103034973145,cpu,,,4.0,relu,,,
indian_pines,bottleneck,bottleneck_b4_tanh_lr0.003,0.003,0.24524390243902439,0.07094881965815382,0.03596819681690078,0.03410787836626966,0.11039295289802502,0.22419404983520508,cpu,,,4.0,tanh,,,
indian_pines,svm_rbf,svm_C1_gamma1,,0.2396341463414634,0.0625,0.0,0.024163797343826857,0.09264753518169712,0.5715587139129639,cpu,,,,,1.0,1,0.024114173228346455
indian_pines,svm_rbf,svm_C10_gamma1,,0.2396341463414634,0.0625,0.0,0.024163797343826857,0.09264753518169712,0.5861210823059082,cpu,,,,,10.0,1,0.024114173228346455
indian_pines,svm_rbf,svm_C100_gamma1,,0.2396341463414634,0.0625,0.0,0.024163797343826857,0.09264753518169712,0.5844500064849854,cpu,,,,,100.0,1,0.024114173228346455
indian_pines,svm_rbf,svm_C1000_gamma1,,0.2396341463414634,0.0625,0.0,0.024163797343826857,0.09264753518169712,0.5867540836334229,cpu,,,,,1000.0,1,0.024114173228346455
